prescriber_id,state,specialty,brand_name,generic_name,total_claims,total_cost,total_patients,total_days_supply,is_fraud,fraud_type,cost_per_patient,cost_per_claim,days_per_claim,patients_per_claim,anomaly_score,predicted_fraud,query,regulation_text,regulation_source,faiss_distance,reg_confidence,groq_called,explanation
1851364814,AZ,Ophthalmology,Latanoprost,Latanoprost,1256,28578.66,381.0,85944,0,legitimate,75.00960629921259,22.753710191082803,68.4267515923567,0.303343949044586,-0.1730073987389154,1,suspicious prescription pattern Latanoprost,"potential, emerging, and active investigations. Health fraud products that pose a direct health hazard to the user are the agency’s highest health fraud enforcement priority. For the purposes of this compliance program, a product presents a direct health hazard if the drug is likely to cause death, injury, or other serious adverse effect when used as labeled or in a customary manner. [See Complian",FDA Compliance Program on Drug Fraud,1.2574,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1497895544,CA,Pharmacist,Shingrix,Varicella-Zoster Ge/As01b/Pf,93,20779.66,65.0,211,0,legitimate,319.6870769230769,223.43720430107527,2.2688172043010755,0.6989247311827957,-0.0048573238598239,1,suspicious prescription pattern Varicella-Zoster Ge/As01b/Pf,"clearly identify the name of the product and the batch number. A business process map and a process description in relation to the mandatory follow-up of information for the identification of suspected biological medicinal products isare presented in VI.Appendix 1..VI.App.1.4. For cases related to vaccines, should also be followed as appropriate. For some individual cases related to medication err",EMA Guideline on Pharmacovigilance,1.1838,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1275546558,MI,Neurology,Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,142,1579057.34,11.0,3942,0,legitimate,143550.66727272727,11120.122112676056,27.76056338028169,0.0774647887323943,-0.1607390174372419,1,suspicious prescription pattern Immun Glob G(Igg)/Gly/Iga Ov50,"reactions related to biological medicinal products, the definite identification of the concerned products with regard to their manufacturing is of particular importance. Therefore, all appropriate measures should be taken to clearly identify the names of the products and their batch numbers. With respect to this, it is recommended to specify in the case narrative if information on the batch number",EMA Guideline on Pharmacovigilance,1.1186,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1992115562,KY,Family Practice,Trulicity,Dulaglutide,74,102742.94,15.0,2932,0,legitimate,6849.529333333334,1388.418108108108,39.62162162162162,0.2027027027027027,-0.0164748312854989,1,suspicious prescription pattern Dulaglutide,"public consultation (not to be quoted as final) Page 62/225 )validation). Efforts should be made to follow-up the case in order to collect the missing information regarding the suspected medicinal product (see VI.B.3. for follow-up guidance). a.d. Reporting Suspicion of drug interactions As regardsFor the reportsing of drug interactions, which concerns drug/drug (including biological products), dr",EMA Guideline on Pharmacovigilance,1.263,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1467523357,CA,Family Practice,Omeprazole,Omeprazole,5788,563.01,2992.0,4350,1,volume_fraud,0.1881717914438502,0.0972719419488597,0.7515549412577747,0.5169315825846579,-0.1479514218979415,1,abnormal high prescription volume reporting requirements Omeprazole,"143 use in the FDA-required labeling of an approved/cleared medical product (as that term is 144 defined in this guidance). 145 146 • The term FDA-required labeling includes, but is not necessarily limited to, the labeling 147 reviewed and approved by FDA as part of the medical product premarket review process. 148 FDA-required labeling includes, for example: 149 150 - for a prescription human dru",FDA Guidance on Off-Label Use,1.1523,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1982709705,IL,Internal Medicine,Celecoxib,Celecoxib,18107,1143.84,3356.0,1320,1,volume_fraud,0.340834326579261,0.0631711492792842,0.0728999834318219,0.1853426851493897,-0.1817073299329176,1,abnormal high prescription volume reporting requirements Celecoxib,"to HCPs engaged in making clinical practice decisions for 328 the care of an individual patient. 329 330 For human and animal drugs, randomized, double-blind, concurrently controlled superiority 331 trials are usually regarded as the most rigorous design and informative to clinical practice, and 332 therefore the most likely to provide scientifically sound and clinically relevant information; 333 ",FDA Guidance on Off-Label Use,1.0487,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1942205240,CA,Ophthalmology,Ketorolac Tromethamine,Ketorolac Tromethamine,18685,2711.37,4903.0,5694,1,volume_fraud,0.5530022435243728,0.1451094460797431,0.3047364195879047,0.2624029970564624,-0.2426459977422987,1,abnormal high prescription volume reporting requirements Ketorolac Tromethamine,"medication error) and which are not required to be submitted as individual case safety reports (ICSRs). This information may however need to be collected and presented in periodic safety update reports for the interpretation of safety data or for the benefit risk evaluation of medicinal products. With regard to this, the guidance provided in GVP Module VII applies. Recommendations regarding the re",EMA Guideline on Pharmacovigilance,1.1735,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1801982020,TX,Internal Medicine,Tizanidine Hcl,Tizanidine Hcl,29,806507.2338888198,13.0,627,1,cost_fraud,62039.01799144768,27810.59427202827,21.620689655172413,0.4482758620689655,-0.1427367379424821,1,abnormal reimbursement cost fraud pharmaceutical Tizanidine Hcl,"potential, emerging, and active investigations. Health fraud products that pose a direct health hazard to the user are the agency’s highest health fraud enforcement priority. For the purposes of this compliance program, a product presents a direct health hazard if the drug is likely to cause death, injury, or other serious adverse effect when used as labeled or in a customary manner. [See Complian",FDA Compliance Program on Drug Fraud,1.0299,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1073988440,NH,Physician Assistant,Doxycycline Monohydrate,Doxycycline Monohydrate,26,1702460.8980028122,35.0,266,1,cost_fraud,48641.73994293749,65479.26530780047,10.23076923076923,1.3461538461538465,-0.1872635682070809,1,abnormal reimbursement cost fraud pharmaceutical Doxycycline Monohydrate,"potential, emerging, and active investigations. Health fraud products that pose a direct health hazard to the user are the agency’s highest health fraud enforcement priority. For the purposes of this compliance program, a product presents a direct health hazard if the drug is likely to cause death, injury, or other serious adverse effect when used as labeled or in a customary manner. [See Complian",FDA Compliance Program on Drug Fraud,1.0601,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1851488985,TN,Endocrinology,Tymlos,Abaloparatide,222,692413.88,34.0,7701,0,legitimate,20365.11411764706,3118.9814414414413,34.689189189189186,0.1531531531531531,-0.1224579001212379,1,suspicious prescription pattern Abaloparatide,medicine was tested and found within the specifications of the marketing authorisation.  Batch and lot tested and found not within specifications This is to indicate that a batch or lot of a medicine was tested and was found outside the specifications of the marketing authorisation. b. Falsified medicinal products Where a report of suspected adverse reactions is associated with a suspected or con,EMA Guideline on Pharmacovigilance,1.2203,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1396741104,TX,Internal Medicine,Lisinopril,Lisinopril,490,6448.23,151.0,38130,0,legitimate,42.70350993377483,13.159653061224487,77.81632653061224,0.3081632653061224,-0.0530515357536226,1,suspicious prescription pattern Lisinopril,medicine was tested and found within the specifications of the marketing authorisation.  Batch and lot tested and found not within specifications This is to indicate that a batch or lot of a medicine was tested and was found outside the specifications of the marketing authorisation. b. Falsified medicinal products Where a report of suspected adverse reactions is associated with a suspected or con,EMA Guideline on Pharmacovigilance,1.2428,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1902359250,WI,Nurse Practitioner,Trelegy Ellipta,Fluticasone/Umeclidin/Vilanter,19432,263693.85,4238.0,11850,1,volume_fraud,62.22129542236904,13.570082853025935,0.6098188554960889,0.2180938657883903,-0.2700359198101598,1,abnormal high prescription volume reporting requirements Fluticasone/Umeclidin/Vilanter,"reactions occurring within and outside the EU, and to ICSRs of non-serious suspected adverse reactions from within the EU. In accordance with Articleicle 107(3) of Directive 2001/83/EC of Directive 2001/83/EC, in order and to avoid the reporting submission of duplicate ICSRs, the marketing authorisation holders shall only report submit those ICSRs described in the scientific and medical literature",EMA Guideline on Pharmacovigilance,1.0557,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1275951972,FL,Oral Surgery (Dentist only),Chlorhexidine Gluconate,Chlorhexidine Gluconate,222,1060.44,197.0,3852,0,legitimate,5.382944162436549,4.776756756756757,17.35135135135135,0.8873873873873874,-0.0173426108810695,1,suspicious prescription pattern Chlorhexidine Gluconate,medicine was tested and found within the specifications of the marketing authorisation.  Batch and lot tested and found not within specifications This is to indicate that a batch or lot of a medicine was tested and was found outside the specifications of the marketing authorisation. b. Falsified medicinal products Where a report of suspected adverse reactions is associated with a suspected or con,EMA Guideline on Pharmacovigilance,1.3092,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1336629195,FL,Nurse Practitioner,Clopidogrel,Clopidogrel Bisulfate,16000,187.93,2516.0,2520,1,volume_fraud,0.0746939586645469,0.011745625,0.1575,0.15725,-0.1484367385992893,1,abnormal high prescription volume reporting requirements Clopidogrel Bisulfate,"analyses or line listingsrefers to data from publicly available databases or, (e.g. poison control centres), and where the cases are presented in aggregate tables or line listings. The submission requirement remains for valid cases described individually; e. which summarisesummarisespresents the results from post-authorisation studies, meta-analyses, (see VI.C.1.2.). This type of literature articl",EMA Guideline on Pharmacovigilance,1.247,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1538263827,MO,Family Practice,Ondansetron Hcl,Ondansetron Hcl,16670,355.51,2705.0,650,1,volume_fraud,0.1314269870609981,0.0213263347330533,0.038992201559688,0.1622675464907018,-0.1650138635056719,1,abnormal high prescription volume reporting requirements Ondansetron Hcl,"to HCPs engaged in making clinical practice decisions for 328 the care of an individual patient. 329 330 For human and animal drugs, randomized, double-blind, concurrently controlled superiority 331 trials are usually regarded as the most rigorous design and informative to clinical practice, and 332 therefore the most likely to provide scientifically sound and clinically relevant information; 333 ",FDA Guidance on Off-Label Use,1.0943,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1841297751,GA,Endocrinology,Rosuvastatin Calcium,Rosuvastatin Calcium,28,2832732.107570388,35.0,8360,1,cost_fraud,80935.20307343965,101169.00384179955,298.57142857142856,1.25,-0.2840383327603344,1,abnormal reimbursement cost fraud pharmaceutical Rosuvastatin Calcium,"potential, emerging, and active investigations. Health fraud products that pose a direct health hazard to the user are the agency’s highest health fraud enforcement priority. For the purposes of this compliance program, a product presents a direct health hazard if the drug is likely to cause death, injury, or other serious adverse effect when used as labeled or in a customary manner. [See Complian",FDA Compliance Program on Drug Fraud,1.1135,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1831446301,AZ,Pharmacist,Arexvy,Rsvpref3 Antigen/As01e/Pf,36,4277726.114239406,84.0,87,1,cost_fraud,50925.31088380245,118825.72539553903,2.4166666666666665,2.333333333333333,-0.263553176822178,1,abnormal reimbursement cost fraud pharmaceutical Rsvpref3 Antigen/As01e/Pf,"FOOD AND DRUG ADMINISTRATION COMPLIANCE PROGRAM GUIDANCE MANUAL PROGRAM 7363.001 DATE OF ISSUANCE May 2007 COVER - PAGE 1 of 1 FORM FDA 2438g (electronic-09/2003) CHAPTER 63 - HEALTH FRAUD: HUMAN DRUGS SUBJECT: Fraudulent Drugs IMPLEMENTATION DATE June 1, 2007 COMPLETION DATE June 1, 2012 DATA REPORTING PRODUCT CODES PRODUCT/ASSIGNMENT CODES Use appropriate product coding for product/operation 630",FDA Compliance Program on Drug Fraud,1.0091,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1518279066,PA,Internal Medicine,Rosuvastatin Calcium,Rosuvastatin Calcium,382,8610.6,110.0,32010,0,legitimate,78.27818181818182,22.54083769633508,83.79581151832461,0.2879581151832461,-0.0276324466636458,1,suspicious prescription pattern Rosuvastatin Calcium,"For off-label, misuse, abuse and medication error, the definitions provided in VI.A.1.2. should be followed. Guideline on good pharmacovigilance practices (GVP) – Module VI (Rev 2) EMA/873138/2011 Rev 2 Track-change version following public consultation (not to be quoted as final) Page 65/225 Reference E2B(R2)/(R3) requirements Values dDefinitions for data element G.k.10.r ‘Additional Information ",EMA Guideline on Pharmacovigilance,1.3113,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
1255627972,WI,Nurse Practitioner,Duloxetine Hcl,Duloxetine Hcl,28,3327528.300430807,15.0,3872,1,cost_fraud,221835.22002872045,118840.29644395738,138.28571428571428,0.5357142857142857,-0.2406412248654902,1,abnormal reimbursement cost fraud pharmaceutical Duloxetine Hcl,"potential, emerging, and active investigations. Health fraud products that pose a direct health hazard to the user are the agency’s highest health fraud enforcement priority. For the purposes of this compliance program, a product presents a direct health hazard if the drug is likely to cause death, injury, or other serious adverse effect when used as labeled or in a customary manner. [See Complian",FDA Compliance Program on Drug Fraud,0.9789,OK,True,"**Compliance Report**

1. This case is suspicious due to an unusually high total cost of $3,327,528.30 for 15 patients prescribed Duloxetine Hcl by a Nurse Practitioner.
2. The specific fraud pattern detected is cost_fraud, indicating potential overbilling or excessive prescribing.
3. The regulatory violation is related to health fraud, which poses a direct health hazard to users, as outlined in the FDA Compliance Program on Drug Fraud.
4. Recommended action: Investigate the prescriber's practices and patient records to determine if excessive prescribing or billing occurred, and consider reporting to regulatory authorities if evidence of fraud is found."
1558887463,NC,Nurse Practitioner,Metformin Hcl,Metformin Hcl,29,1406427.0751742723,29.0,7027,1,cost_fraud,48497.48535083698,48497.48535083698,242.31034482758625,1.0,-0.2186516611104989,1,abnormal reimbursement cost fraud pharmaceutical Metformin Hcl,"potential, emerging, and active investigations. Health fraud products that pose a direct health hazard to the user are the agency’s highest health fraud enforcement priority. For the purposes of this compliance program, a product presents a direct health hazard if the drug is likely to cause death, injury, or other serious adverse effect when used as labeled or in a customary manner. [See Complian",FDA Compliance Program on Drug Fraud,1.002,BLOCKED,False,"⚠️ ANOMALY MATHEMATICALLY DETECTED — NO REGULATORY MATCH FOUND — MANUAL REVIEW REQUIRED. The anomaly detection model flagged this prescriber, but no sufficiently relevant regulatory reference was found in the knowledge base (FAISS distance > threshold). A compliance officer must review this case independently without AI guidance."
